1994,india,564325000000.0,0.594986258,117189079.2,-1.544131627
1995,india,734548000000.0,0.617479056,239324706.5,-1.515954247
1996,india,863747000000.0,0.860208566,112918990.4,-0.713014
1997,india,961604000000.0,0.625285966,47593027.49,-1.63832471
1998,india,1029040000000.0,0.472644846,79357457.32,-0.703548206
1999,india,1094000000000.0,0.765212649,509532974.7,-0.982343806
2000,india,1211350000000.0,1.056378305,1054132218.0,0.290494936
2001,india,1339400000000.0,1.011571805,1261071115.0,1.370941111
2002,india,1470550000000.0,0.605889255,1237846245.0,1.443561063
2003,india,1660290000000.0,0.765601405,1837062923.0,0.110018664
2004,india,1955350000000.0,0.88610072,2640754960.0,-1.253507315
2005,india,2285970000000.0,2.130168425,14036833332.0,-0.988988303
2006,india,2752130000000.0,2.073395746,17026111929.0,-0.663718193
2007,india,3550340000000.0,3.620521897,19256527246.0,-2.583376538
2008,india,4594310000000.0,2.651593127,16095583747.0,-1.951464148
2009,india,5101700000000.0,1.635034274,15968099288.0,-3.253484046
2010,india,6087160000000.0,2.002065552,12607994610.0,-3.429288264
2011,india,7551500000000.0,1.312934337,8553237671.0,-5.004888982
2012,india,8532230000000.0,1.516275965,1764948800.0,-2.645666243
2013,india,9570410000000.0,1.695658786,11686480933.0,-1.33950833
2014,india,10475700000000.0,2.092115758,7514275639.0,-1.067549349
2015,india,11061600000000.0,1.937363198,5047292606.0,-0.527880354
2016,india,11233300000000.0,1.507316581,11090150305.0,-1.439488918
2017,india,12310400000000.0,1.559263523,11417789536.0,-2.428608822
2018,india,13894800000000.0,1.763127508,13140702032.0,-1.036851495
2019,india,14279900000000.0,0.0,11122667604.0,1.25837087
2020,india,14722700000000.0,0.0,0.0,0.0
